id,publication_year,cited_by_count,author_ids
https://openalex.org/W4388286213,2023.0,24,"[""https://openalex.org/A5090775158"", ""https://openalex.org/A5074354806"", ""https://openalex.org/A5010238198"", ""https://openalex.org/A5108961510"", ""https://openalex.org/A5043151044"", ""https://openalex.org/A5067858887"", ""https://openalex.org/A5034150082""]"
https://openalex.org/W4312108553,2022.0,19,"[""https://openalex.org/A5100420857"", ""https://openalex.org/A5011112366"", ""https://openalex.org/A5029566538"", ""https://openalex.org/A5020580331"", ""https://openalex.org/A5040759182"", ""https://openalex.org/A5041032299"", ""https://openalex.org/A5020196988"", ""https://openalex.org/A5059213806""]"
https://openalex.org/W4396833496,2024.0,18,"[""https://openalex.org/A5019872513"", ""https://openalex.org/A5064296964"", ""https://openalex.org/A5047234002"", ""https://openalex.org/A5035743198""]"
https://openalex.org/W2071047236,1998.0,170,"[""https://openalex.org/A5079079128"", ""https://openalex.org/A5008020307"", ""https://openalex.org/A5050073085"", ""https://openalex.org/A5074289360"", ""https://openalex.org/A5069603059"", ""https://openalex.org/A5068763840""]"
https://openalex.org/W2079844646,2006.0,156,"[""https://openalex.org/A5089831647"", ""https://openalex.org/A5063648924"", ""https://openalex.org/A5014647140"", ""https://openalex.org/A5008033989""]"
https://openalex.org/W4301913819,1998.0,125,"[""https://openalex.org/A5087469787"", ""https://openalex.org/A5066702972"", ""https://openalex.org/A5050073085"", ""https://openalex.org/A5021956373"", ""https://openalex.org/A5074994048"", ""https://openalex.org/A5068763840""]"
https://openalex.org/W2085547213,2012.0,91,"[""https://openalex.org/A5014647140"", ""https://openalex.org/A5032779977""]"
https://openalex.org/W2507589243,2016.0,87,"[""https://openalex.org/A5046105839"", ""https://openalex.org/A5026740608"", ""https://openalex.org/A5108737070"", ""https://openalex.org/A5071024354"", ""https://openalex.org/A5039995516"", ""https://openalex.org/A5113037514"", ""https://openalex.org/A5111951947"", ""https://openalex.org/A5077149161""]"
https://openalex.org/W1967242084,2014.0,79,"[""https://openalex.org/A5039995516"", ""https://openalex.org/A5088459011"", ""https://openalex.org/A5027320968"", ""https://openalex.org/A5071024354"", ""https://openalex.org/A5073030515"", ""https://openalex.org/A5022230602""]"
https://openalex.org/W2274237444,2015.0,66,"[""https://openalex.org/A5039380414"", ""https://openalex.org/A5034823602"", ""https://openalex.org/A5055204791""]"
https://openalex.org/W2305957822,2016.0,66,"[""https://openalex.org/A5064296964"", ""https://openalex.org/A5043639182"", ""https://openalex.org/A5111367077"", ""https://openalex.org/A5075956753""]"
https://openalex.org/W2130167023,2014.0,62,"[""https://openalex.org/A5037488679"", ""https://openalex.org/A5014647140""]"
https://openalex.org/W2802089178,2018.0,50,"[""https://openalex.org/A5039995516"", ""https://openalex.org/A5059294229""]"
https://openalex.org/W2146678433,2014.0,48,"[""https://openalex.org/A5071024354"", ""https://openalex.org/A5039995516"", ""https://openalex.org/A5085572513"", ""https://openalex.org/A5027320968""]"
https://openalex.org/W2401120989,2016.0,46,"[""https://openalex.org/A5089509156"", ""https://openalex.org/A5039995516"", ""https://openalex.org/A5063175331"", ""https://openalex.org/A5027320968"", ""https://openalex.org/A5034329650"", ""https://openalex.org/A5071024354""]"
https://openalex.org/W3085709892,2020.0,46,"[""https://openalex.org/A5039995516"", ""https://openalex.org/A5063175331""]"
https://openalex.org/W2789628344,2018.0,44,"[""https://openalex.org/A5090745602""]"
https://openalex.org/W2160075231,2009.0,43,"[""https://openalex.org/A5014647140"", ""https://openalex.org/A5110118358""]"
https://openalex.org/W3154059819,2021.0,43,"[""https://openalex.org/A5059294229"", ""https://openalex.org/A5039995516""]"
https://openalex.org/W2803546908,2018.0,42,"[""https://openalex.org/A5083303782"", ""https://openalex.org/A5071818172""]"
https://openalex.org/W2534198569,2016.0,41,"[""https://openalex.org/A5012185534"", ""https://openalex.org/A5086944871"", ""https://openalex.org/A5067493080""]"
https://openalex.org/W2550515775,2016.0,41,"[""https://openalex.org/A5086011172"", ""https://openalex.org/A5071042104"", ""https://openalex.org/A5060753814""]"
https://openalex.org/W2997984992,2019.0,39,"[""https://openalex.org/A5066276682"", ""https://openalex.org/A5039995516"", ""https://openalex.org/A5082650287""]"
https://openalex.org/W2026779678,2015.0,38,"[""https://openalex.org/A5049388099"", ""https://openalex.org/A5067493080""]"
https://openalex.org/W3133462909,2021.0,38,"[""https://openalex.org/A5039995516"", ""https://openalex.org/A5063175331"", ""https://openalex.org/A5035352636""]"
https://openalex.org/W2005080086,2014.0,37,"[""https://openalex.org/A5067493080"", ""https://openalex.org/A5049388099"", ""https://openalex.org/A5012185534"", ""https://openalex.org/A5012927472""]"
https://openalex.org/W2758632539,2017.0,34,"[""https://openalex.org/A5039380414"", ""https://openalex.org/A5015709853""]"
https://openalex.org/W2080083917,2014.0,33,"[""https://openalex.org/A5064296964"", ""https://openalex.org/A5102756489"", ""https://openalex.org/A5013559230"", ""https://openalex.org/A5075956753"", ""https://openalex.org/A5115598991"", ""https://openalex.org/A5011229206"", ""https://openalex.org/A5109833231"", ""https://openalex.org/A5073189960"", ""https://openalex.org/A5007176508""]"
https://openalex.org/W2936537405,2019.0,32,"[""https://openalex.org/A5039995516""]"
https://openalex.org/W2967612475,2019.0,31,"[""https://openalex.org/A5090745602"", ""https://openalex.org/A5011954553"", ""https://openalex.org/A5083923676""]"
https://openalex.org/W2163822658,2010.0,27,"[""https://openalex.org/A5014647140"", ""https://openalex.org/A5088553895"", ""https://openalex.org/A5000038347"", ""https://openalex.org/A5032779977""]"
https://openalex.org/W2900975341,2019.0,26,"[""https://openalex.org/A5064296964"", ""https://openalex.org/A5057243118"", ""https://openalex.org/A5073565809"", ""https://openalex.org/A5056499434"", ""https://openalex.org/A5007176508""]"
https://openalex.org/W3160249436,2021.0,26,"[""https://openalex.org/A5002429891"", ""https://openalex.org/A5049281974"", ""https://openalex.org/A5042503548"", ""https://openalex.org/A5049393791"", ""https://openalex.org/A5049639894""]"
https://openalex.org/W4229039601,2022.0,26,"[""https://openalex.org/A5021589283"", ""https://openalex.org/A5015319043"", ""https://openalex.org/A5054777179"", ""https://openalex.org/A5005813408"", ""https://openalex.org/A5038616675"", ""https://openalex.org/A5025790809"", ""https://openalex.org/A5061913766""]"
https://openalex.org/W2755364973,2017.0,25,"[""https://openalex.org/A5084868777"", ""https://openalex.org/A5039995516"", ""https://openalex.org/A5089509156"", ""https://openalex.org/A5071024354""]"
https://openalex.org/W2765558935,2017.0,25,"[""https://openalex.org/A5030874155"", ""https://openalex.org/A5030420299"", ""https://openalex.org/A5039380414""]"
https://openalex.org/W4295113662,2022.0,25,"[""https://openalex.org/A5039995516"", ""https://openalex.org/A5034268751"", ""https://openalex.org/A5073547083""]"
https://openalex.org/W3126684379,2022.0,24,"[""https://openalex.org/A5055236010"", ""https://openalex.org/A5019818981"", ""https://openalex.org/A5022601535""]"
https://openalex.org/W3192799362,2021.0,23,"[""https://openalex.org/A5015694492"", ""https://openalex.org/A5074354806""]"
https://openalex.org/W3213441987,2021.0,23,"[""https://openalex.org/A5004258058"", ""https://openalex.org/A5021334672"", ""https://openalex.org/A5081801388""]"
https://openalex.org/W4200533445,2021.0,22,"[""https://openalex.org/A5043683463"", ""https://openalex.org/A5002429891"", ""https://openalex.org/A5046973195"", ""https://openalex.org/A5055244550""]"
https://openalex.org/W1991632145,2012.0,20,"[""https://openalex.org/A5039995516""]"
https://openalex.org/W3210207132,2021.0,20,"[""https://openalex.org/A5004566032"", ""https://openalex.org/A5041732716""]"
https://openalex.org/W3108415905,2020.0,19,"[""https://openalex.org/A5002429891"", ""https://openalex.org/A5023617278"", ""https://openalex.org/A5054116214"", ""https://openalex.org/A5084679606""]"
https://openalex.org/W2972989878,2019.0,18,"[""https://openalex.org/A5037396201"", ""https://openalex.org/A5018346799"", ""https://openalex.org/A5088237815"", ""https://openalex.org/A5101494984"", ""https://openalex.org/A5000909320""]"
https://openalex.org/W2979681602,2019.0,18,"[""https://openalex.org/A5079205789"", ""https://openalex.org/A5088261791"", ""https://openalex.org/A5011687995"", ""https://openalex.org/A5101494984"", ""https://openalex.org/A5087436431"", ""https://openalex.org/A5053734000""]"
https://openalex.org/W4213086408,2022.0,18,"[""https://openalex.org/A5056174597"", ""https://openalex.org/A5076715165"", ""https://openalex.org/A5022066530""]"
https://openalex.org/W2773435983,2017.0,17,"[""https://openalex.org/A5074747253"", ""https://openalex.org/A5064614206"", ""https://openalex.org/A5087678931"", ""https://openalex.org/A5101494984"", ""https://openalex.org/A5048325601"", ""https://openalex.org/A5041189287""]"
https://openalex.org/W2952664794,2019.0,17,"[""https://openalex.org/A5037524467"", ""https://openalex.org/A5039380414"", ""https://openalex.org/A5030874155""]"
https://openalex.org/W3093988010,2021.0,17,"[""https://openalex.org/A5062137671"", ""https://openalex.org/A5039995516""]"
https://openalex.org/W2094746209,2013.0,16,"[""https://openalex.org/A5049388099"", ""https://openalex.org/A5067493080""]"
https://openalex.org/W4283207808,2022.0,16,"[""https://openalex.org/A5074354806"", ""https://openalex.org/A5015694492""]"
https://openalex.org/W3193990785,2021.0,14,"[""https://openalex.org/A5055236010"", ""https://openalex.org/A5026384913"", ""https://openalex.org/A5010649773""]"
https://openalex.org/W3181706945,2021.0,13,"[""https://openalex.org/A5066276682"", ""https://openalex.org/A5039995516""]"
https://openalex.org/W4294203887,2022.0,13,"[""https://openalex.org/A5031768560"", ""https://openalex.org/A5039995516""]"
https://openalex.org/W4388563667,2023.0,12,"[""https://openalex.org/A5006794474"", ""https://openalex.org/A5039995516"", ""https://openalex.org/A5058796248""]"
https://openalex.org/W4385764033,2023.0,11,"[""https://openalex.org/A5053512051"", ""https://openalex.org/A5014312130"", ""https://openalex.org/A5020430794"", ""https://openalex.org/A5049528659"", ""https://openalex.org/A5090745602""]"
https://openalex.org/W1570282562,2007.0,31,"[""https://openalex.org/A5090745602""]"
https://openalex.org/W1480534495,2015.0,30,"[""https://openalex.org/A5019007566"", ""https://openalex.org/A5083303782""]"
https://openalex.org/W2158526526,2009.0,26,"[""https://openalex.org/A5014647140"", ""https://openalex.org/A5011256345""]"
https://openalex.org/W2291682920,2015.0,26,"[""https://openalex.org/A5004566032"", ""https://openalex.org/A5008677243"", ""https://openalex.org/A5015711710""]"
https://openalex.org/W2750210400,2017.0,26,"[""https://openalex.org/A5004566032"", ""https://openalex.org/A5080301618""]"
https://openalex.org/W2595577703,2017.0,24,"[""https://openalex.org/A5072057163"", ""https://openalex.org/A5009694822"", ""https://openalex.org/A5041189287"", ""https://openalex.org/A5019626973"", ""https://openalex.org/A5043863042"", ""https://openalex.org/A5042715162"", ""https://openalex.org/A5078198062"", ""https://openalex.org/A5101494984"", ""https://openalex.org/A5087782690""]"
https://openalex.org/W2810667580,2018.0,24,"[""https://openalex.org/A5004566032"", ""https://openalex.org/A5070274437"", ""https://openalex.org/A5100669068"", ""https://openalex.org/A5054630728""]"
https://openalex.org/W2886546272,2018.0,22,"[""https://openalex.org/A5045789496"", ""https://openalex.org/A5090745602"", ""https://openalex.org/A5013710138"", ""https://openalex.org/A5083209536""]"
https://openalex.org/W2952762040,2019.0,21,"[""https://openalex.org/A5039995516"", ""https://openalex.org/A5042474249""]"
https://openalex.org/W2146645312,2014.0,18,"[""https://openalex.org/A5039380414"", ""https://openalex.org/A5055204791"", ""https://openalex.org/A5030874155""]"
https://openalex.org/W2188021097,2014.0,16,"[""https://openalex.org/A5046561315"", ""https://openalex.org/A5064296964"", ""https://openalex.org/A5033977409"", ""https://openalex.org/A5038699799"", ""https://openalex.org/A5073189960"", ""https://openalex.org/A5103326255""]"
https://openalex.org/W4309672241,2022.0,15,"[""https://openalex.org/A5011588754"", ""https://openalex.org/A5048181040"", ""https://openalex.org/A5054519023"", ""https://openalex.org/A5055446394"", ""https://openalex.org/A5027079032"", ""https://openalex.org/A5014647140""]"
https://openalex.org/W4391295070,2020.0,15,"[""https://openalex.org/A5002429891""]"
https://openalex.org/W2182723100,2014.0,14,"[""https://openalex.org/A5039380414"", ""https://openalex.org/A5040550858"", ""https://openalex.org/A5055204791"", ""https://openalex.org/A5030874155"", ""https://openalex.org/A5052946514""]"
https://openalex.org/W2972896385,2019.0,13,"[""https://openalex.org/A5040857984"", ""https://openalex.org/A5076715165"", ""https://openalex.org/A5038412098"", ""https://openalex.org/A5087671445"", ""https://openalex.org/A5022066530""]"
https://openalex.org/W3162291683,2020.0,13,"[""https://openalex.org/A5064296964"", ""https://openalex.org/A5071294124"", ""https://openalex.org/A5000679279""]"
https://openalex.org/W2271753538,2016.0,12,"[""https://openalex.org/A5048132210"", ""https://openalex.org/A5027079032"", ""https://openalex.org/A5014647140""]"
https://openalex.org/W2798517054,2018.0,12,"[""https://openalex.org/A5066427994"", ""https://openalex.org/A5022489655"", ""https://openalex.org/A5036083132"", ""https://openalex.org/A5026230181"", ""https://openalex.org/A5089519482"", ""https://openalex.org/A5021334672""]"
https://openalex.org/W2982766263,2019.0,12,"[""https://openalex.org/A5010562415"", ""https://openalex.org/A5054348632"", ""https://openalex.org/A5061378816"", ""https://openalex.org/A5073871290"", ""https://openalex.org/A5090782973""]"
https://openalex.org/W3090969061,2020.0,12,"[""https://openalex.org/A5084047616"", ""https://openalex.org/A5002429891""]"
https://openalex.org/W3093698987,2020.0,12,"[""https://openalex.org/A5081266822"", ""https://openalex.org/A5090745602""]"
https://openalex.org/W3196668268,2021.0,12,"[""https://openalex.org/A5039995516"", ""https://openalex.org/A5013338448"", ""https://openalex.org/A5002732360"", ""https://openalex.org/A5024799204""]"
https://openalex.org/W4225101395,2022.0,12,"[""https://openalex.org/A5004566032"", ""https://openalex.org/A5015711710""]"
https://openalex.org/W4319879122,2023.0,12,"[""https://openalex.org/A5054834161"", ""https://openalex.org/A5004566032""]"
https://openalex.org/W1602488901,2014.0,19,"[""https://openalex.org/A5037611969"", ""https://openalex.org/A5018098888"", ""https://openalex.org/A5074416333"", ""https://openalex.org/A5014647140""]"
https://openalex.org/W2033180597,2014.0,19,"[""https://openalex.org/A5039995516""]"
https://openalex.org/W2060024274,2012.0,19,"[""https://openalex.org/A5049388099"", ""https://openalex.org/A5067493080"", ""https://openalex.org/A5024909577"", ""https://openalex.org/A5075028512""]"
https://openalex.org/W2809639014,2018.0,18,"[""https://openalex.org/A5083303782""]"
https://openalex.org/W1884878854,2012.0,16,"[""https://openalex.org/A5064930487"", ""https://openalex.org/A5090745602""]"
https://openalex.org/W2169370494,2011.0,15,"[""https://openalex.org/A5090745602"", ""https://openalex.org/A5019836011""]"
https://openalex.org/W2398055269,2016.0,14,"[""https://openalex.org/A5055740398"", ""https://openalex.org/A5075243881"", ""https://openalex.org/A5012340152"", ""https://openalex.org/A5057941803"", ""https://openalex.org/A5024656012"", ""https://openalex.org/A5002490736"", ""https://openalex.org/A5030417099""]"
https://openalex.org/W4243727671,2017.0,14,"[""https://openalex.org/A5039995516""]"
https://openalex.org/W2004939650,2010.0,13,"[""https://openalex.org/A5014647140"", ""https://openalex.org/A5000038347"", ""https://openalex.org/A5032779977""]"
https://openalex.org/W2194744042,2016.0,13,"[""https://openalex.org/A5062149129"", ""https://openalex.org/A5055236010"", ""https://openalex.org/A5004420568"", ""https://openalex.org/A5080507324""]"
https://openalex.org/W3094573659,2020.0,13,"[""https://openalex.org/A5101517875"", ""https://openalex.org/A5082717327"", ""https://openalex.org/A5039995516""]"
https://openalex.org/W2562341152,2016.0,12,"[""https://openalex.org/A5081266822"", ""https://openalex.org/A5090745602""]"
https://openalex.org/W2806059405,2018.0,12,"[""https://openalex.org/A5083303782""]"
https://openalex.org/W2935758972,2019.0,12,"[""https://openalex.org/A5048132210"", ""https://openalex.org/A5000331865"", ""https://openalex.org/A5073662865"", ""https://openalex.org/A5014647140""]"
https://openalex.org/W3171377725,2021.0,12,"[""https://openalex.org/A5055236010"", ""https://openalex.org/A5010649773""]"
https://openalex.org/W2909058911,2019.0,11,"[""https://openalex.org/A5014647140""]"
https://openalex.org/W3150041307,2021.0,11,"[""https://openalex.org/A5039995516""]"
https://openalex.org/W3173990711,2021.0,11,"[""https://openalex.org/A5045947831"", ""https://openalex.org/A5070274437"", ""https://openalex.org/A5004566032""]"
https://openalex.org/W2051814552,2002.0,13,"[""https://openalex.org/A5010195450"", ""https://openalex.org/A5080409527"", ""https://openalex.org/A5100522238"", ""https://openalex.org/A5033388183"", ""https://openalex.org/A5017089512"", ""https://openalex.org/A5022066530""]"
https://openalex.org/W2088246913,2000.0,12,"[""https://openalex.org/A5105370839"", ""https://openalex.org/A5101766735"", ""https://openalex.org/A5022066530"", ""https://openalex.org/A5069117085""]"
https://openalex.org/W2331278753,2004.0,15,"[""https://openalex.org/A5010195450"", ""https://openalex.org/A5033388183"", ""https://openalex.org/A5014792381"", ""https://openalex.org/A5102193416"", ""https://openalex.org/A5022066530"", ""https://openalex.org/A5008725523""]"
https://openalex.org/W4214733302,2013.0,74,"[""https://openalex.org/A5055204791"", ""https://openalex.org/A5039380414"", ""https://openalex.org/A5030874155"", ""https://openalex.org/A5052946514""]"
https://openalex.org/W3107549912,2020.0,35,"[""https://openalex.org/A5011168888"", ""https://openalex.org/A5030987696"", ""https://openalex.org/A5014647140"", ""https://openalex.org/A5054707908"", ""https://openalex.org/A5080732494"", ""https://openalex.org/A5000679279""]"
https://openalex.org/W1639158453,2005.0,29,"[""https://openalex.org/A5014647140"", ""https://openalex.org/A5000038347""]"
https://openalex.org/W3214625496,2021.0,17,"[""https://openalex.org/A5019872513"", ""https://openalex.org/A5064296964"", ""https://openalex.org/A5047234002"", ""https://openalex.org/A5035743198""]"
https://openalex.org/W3016828342,2020.0,15,"[""https://openalex.org/A5059294229"", ""https://openalex.org/A5039995516""]"
https://openalex.org/W1729157025,2011.0,13,"[""https://openalex.org/A5082953212"", ""https://openalex.org/A5045620226"", ""https://openalex.org/A5014647140""]"
https://openalex.org/W4282916852,2022.0,11,"[""https://openalex.org/A5059015074"", ""https://openalex.org/A5043131201"", ""https://openalex.org/A5064158757"", ""https://openalex.org/A5004566032""]"
https://openalex.org/W2138451337,1991.0,13694,"[""https://openalex.org/A5085409762"", ""https://openalex.org/A5007176508""]"
https://openalex.org/W2098693229,2002.0,5198,"[""https://openalex.org/A5085409762"", ""https://openalex.org/A5007176508""]"
https://openalex.org/W2140235142,1997.0,4148,"[""https://openalex.org/A5109203386"", ""https://openalex.org/A5055068182"", ""https://openalex.org/A5029105520"", ""https://openalex.org/A5007176508""]"
https://openalex.org/W4214532600,2012.0,2774,"[""https://openalex.org/A5030852680"", ""https://openalex.org/A5054478253""]"
